X;Y;osm_id;NAZWA
19.0364287;50.2959269;10044137484;Siemianowice Fabryczna Zak?ady [n?]
19.0358422;50.2958243;10044137487;Siemianowice Fabryczna Zak?ady [n?]
19.0389996;50.2959066;10044137496;Siemianowice Stalmacha [n?]
19.3843349;50.3011731;4291049008;S?awków Urząd Miasta (Siewierska)
21.5663518;49.7722141;4293189208;Bierówka 2
21.5658415;49.7724429;4293189218;Bierówka 2
21.559957;49.7741716;4293189244;Bierówka 1
21.5587488;49.7744702;4293189246;Bierówka 1
15.7309874;50.9059602;4293469371;Stanowisko 1
15.7310806;50.9059946;4293469372;Stanowisko 2
15.7311739;50.9060334;4293469373;Stanowisko 3
15.7312653;50.9060744;4293469374;Stanowisko 4
15.731341;50.9061099;4293469375;Stanowisko 5
15.7314236;50.9061388;4293469376;Stanowisko 6
17.5860396;52.3215299;4293904122;Piastów
18.922048;49.8779034;4294170002;Bronów Czy?a/Kunza Sklep
19.7478117;52.5350004;4294260706;
20.9611082;52.224629;4295224680;Pr?dzy?skiego 02
19.4681069;51.7055792;4295708407;Siostrzana - Bartoszewskiego
14.6375655;52.5993909;4296394743;Ulica Drzewicka 1-7 09
20.1326507;50.0383349;4296610464;Grabie 1
20.1332733;50.0347714;4296610466;Grabie Gruczyn
19.6513036;52.5678305;4296810862;OD Budowlani
19.6788244;52.5549148;4296810867;Pszczela
21.2102278;50.4352926;4298404005;
19.7020923;52.5572926;4298794037;Kochanowskiego
19.8910103;50.0476376;4301381120;Benedyktowicza 02
19.8961515;50.0531358;4301387534;Aleja Waszyngtona 02
19.1230206;50.8106916;4303359242;
19.107407;50.797806;4303401597;Stradom Dworzec PKP
18.8677296;54.1156793;4303662962;
16.918754;52.3975787;4306111768;Niedzia?kowskiego
21.2828781;49.6267461;4306797093;
18.4450209;54.5495232;4308526861;
21.3353415;49.5629803;4309384723;
24.1582902;50.8625099;4309639693;???????
24.1469659;50.8600988;4309657689;
19.8013346;49.9814935;4309848947;Skawina Robotnicza
20.6063868;49.8866382;4310011177;
20.5938045;49.976228;4310011335;
18.0676808;53.0941761;10044775182;Park Przemys?owy / Biurowiec
21.687516;50.8749235;10046446371;
21.8072042;50.8803985;10046879497;
14.9561574;52.9083181;4310525614;?awy
14.9560204;52.9083951;4310525615;?awy
20.8378113;49.8503722;4311945379;
19.1559353;50.7734593;4312171658;Rakowska
15.4035565;53.1652475;4312500094;
15.4034773;53.1652815;4312500098;
17.6767927;54.6234145;4312537407;Kr?pa Kaszubska
16.6892785;53.2698584;4312932247;Tarnowo
19.8082711;50.093935;4313895503;Szczyglice Dom Kultury
19.1822001;50.7635577;4314966657;Kr?ciwilk 02
20.9566852;49.8273886;4315165537;Gromnik Le?niczówka
21.7335266;50.8807454;10046885522;
20.8465405;50.900019;10048706114;
